ID Corso,Titolo Corso,Docente,Tipologia,Disciplina,Periodo,Giorno della settimana,Orario,Anno Scolastico destinatario,Indirizzo,Posti disponibili,Prerequisiti,Competenze in uscita,Descrizione
064,Inquadrare il Sé: Performance e Videoriflessione,Jessica Moscaritolo,UDA - Moduli Curricolari Pomeridiani,"MULTIMEDIALE
EDUCAZIONE CIVICA",TRIMESTRE,"LUNEDÌ
MARTEDÌ
GIOVEDÌ",,Triennio,Multimediale,15,"Apertura e disponibilità a interagire attivamente con gli altri partecipanti nello spazio laboratoriale.
Disponibilità a mettersi in gioco ed esplorare le proprie capacità espressive, sia davanti che dietro la telecamera.
È consigliabile possedere un proprio mezzo fotografico/videocamera per una maggiore libertà di sperimentazione e pratica.","disciplina: MULTIMEDIALE, competenza:  Acquisire familiarità con l'uso di fotocamere e dispositivi per la ripresa video, apprendendo concetti base come inquadratura, composizione, luce e messa a fuoco.
disciplina: MULTIMEDIALE, competenza: Promuovere una riflessione critica sull'uso dei propri dispositivi (es. smartphone) come strumenti creativi e non solo di consumo.
disciplina: Educazione Civica, competenza: Il percorso stimola una riflessione profonda sulla propria identità e su come essa si relazioni allo spazio e agli altri, elemento fondamentale per una cittadinanza attiva e consapevole.
disciplina: Educazione Civica, competenza: L'interazione nello spazio e il confronto attraverso l'espressione artistica promuovono l'accettazione delle diverse prospettive e l'inclusione, valorizzando le unicità di ciascun*.
","Il corso esplora l'intersezione tra il proprio corpo, l'ambiente e l'inquadratura, utilizzando fotocamere e/o dispositivi fotocinematografici. Attraverso la pratica, miriamo a sviluppare una profonda consapevolezza di sé e dell'altro all'interno dello spazio fisico, imparando a percepire e rappresentare la relazione tra il soggetto e il contesto attraverso l'obiettivo."
065,Inquadrare il Sé: Performance e Videoriflessione,Jessica Moscaritolo,UDA - Moduli Curricolari Pomeridiani,"MULTIMEDIALE
EDUCAZIONE CIVICA",PENTAMESTRE,"LUNEDÌ
MARTEDÌ
GIOVEDÌ",,Triennio,Multimediale,15,"Apertura e disponibilità a interagire attivamente con gli altri partecipanti nello spazio laboratoriale.
Disponibilità a mettersi in gioco ed esplorare le proprie capacità espressive, sia davanti che dietro la telecamera.
È consigliabile possedere un proprio mezzo fotografico/videocamera per una maggiore libertà di sperimentazione e pratica.","disciplina: MULTIMEDIALE, competenza:  Acquisire familiarità con l'uso di fotocamere e dispositivi per la ripresa video, apprendendo concetti base come inquadratura, composizione, luce e messa a fuoco.
disciplina: MULTIMEDIALE, competenza: Promuovere una riflessione critica sull'uso dei propri dispositivi (es. smartphone) come strumenti creativi e non solo di consumo.
disciplina: Educazione Civica, competenza: Il percorso stimola una riflessione profonda sulla propria identità e su come essa si relazioni allo spazio e agli altri, elemento fondamentale per una cittadinanza attiva e consapevole.
disciplina: Educazione Civica, competenza: L'interazione nello spazio e il confronto attraverso l'espressione artistica promuovono l'accettazione delle diverse prospettive e l'inclusione, valorizzando le unicità di ciascun*.
","Il corso esplora l'intersezione tra il proprio corpo, l'ambiente e l'inquadratura, utilizzando fotocamere e/o dispositivi fotocinematografici. Attraverso la pratica, miriamo a sviluppare una profonda consapevolezza di sé e dell'altro all'interno dello spazio fisico, imparando a percepire e rappresentare la relazione tra il soggetto e il contesto attraverso l'obiettivo."
066,Illustrazione digitale con adobe illustrator,Giuseppe Mendolia Calella,UDA - Moduli Curricolari Pomeridiani,"MULTIMEDIALE
GRAFICA",TRIMESTRE,LUNEDÌ,,Biennio,Nessuno,20,,"disciplina: MULTIMEDIALE, competenza: Disegno 
disciplina: GRAFICA, competenza: Composizione
","Il corso di illustrazione digitale con Adobe Illustrator insegna a tradurre testi in immagini digitali. Dopo una breve introduzione al disegno, si affronteranno le basi del software: gestione di tracciati e livelli, composizione, colore. A forte impronta laboratoriale, il corso si svolge in aula multimediale con esercitazioni pratiche, revisioni collettive e attività estemporanee su temi prefissati, per sviluppare competenze tecniche e creative."
067,"Il cinema, la città e la storia – Identità adolescenziale nello spazio urbano.",Rita Casdia,UDA - Moduli Curricolari Pomeridiani,PITTORICHE,TRIMESTRE,"MARTEDÌ
MERCOLEDÌ",,Tutti,Tutti,15,,"disciplina: PITTORICHE, competenza: Analisi delle immagini in movimento.
","Il cinema, considerato dai più occasione di intrattenimento e di evasione, costituisce uno dei maggiori possibili strumenti di documentazione e di conoscenza storica. Un immenso repertorio di vicende, storie, scenari, oggetti, personaggi, ambienti sociali, panorami e volti, quasi totalmente inutilizzato, dimenticato.
Il laboratorio ha lo scopo di analizzare le infinite possibilità del cinema d'autore come strumento di conoscenza e coscienza storica."
068,"Il cinema, la città e la storia – Identità adolescenziale nello spazio urbano.",Rita Casdia,UDA - Moduli Curricolari Pomeridiani,PITTORICHE,PENTAMESTRE,"MARTEDÌ
MERCOLEDÌ",,Tutti,Tutti,15,,"disciplina: PITTORICHE, competenza: Analisi delle immagini in movimento.
","Il cinema, considerato dai più occasione di intrattenimento e di evasione, costituisce uno dei maggiori possibili strumenti di documentazione e di conoscenza storica. Un immenso repertorio di vicende, storie, scenari, oggetti, personaggi, ambienti sociali, panorami e volti, quasi totalmente inutilizzato, dimenticato.
Il laboratorio ha lo scopo di analizzare le infinite possibilità del cinema d'autore come strumento di conoscenza e coscienza storica."
069, Il volto e l'anima,Antonella Zingarini,UDA - Moduli Curricolari Pomeridiani,PITTORICHE,TRIMESTRE,MERCOLEDÌ,,"Seconde
Terze
Quarte
Quinte",Tutti,16,sufficiente autonomia operativa e abilità grafico pittoriche nel disegno a mano libera,"disciplina: PITTORICHE, competenza: Comprendere il tema; essere in grado di orientarsi nella scelta del soggetto e  operativamente.
","""Il volto e l'anima"",
 la rappresentazione del volto, tema affrontato nelle varie epoche e nel contemporaneo sia  nell'arte che nella letteratura ,viene considerato lo specchio dell' l'anima, il riflesso dell'interiorità dell'essere e delle sue emozioni più profonde.
Scopo dell'arte  è rappresentare il volto umano e l'espressività nel mondo  animale cogliendo l'essenza delle emozioni più profonde attraverso la sinergica di questo legame con stili e tecniche personali."
070, Il volto e l'anima,Antonella Zingarini,UDA - Moduli Curricolari Pomeridiani,PITTORICHE,PENTAMESTRE,MERCOLEDÌ,,"Seconde
Terze
Quarte
Quinte",Tutti,16,sufficiente autonomia operativa e abilità grafico pittoriche nel disegno a mano libera,"disciplina: PITTORICHE, competenza: Comprendere il tema; essere in grado di orientarsi nella scelta del soggetto e  operativamente.
","""Il volto e l'anima"",
 la rappresentazione del volto, tema affrontato nelle varie epoche e nel contemporaneo sia  nell'arte che nella letteratura ,viene considerato lo specchio dell' l'anima, il riflesso dell'interiorità dell'essere e delle sue emozioni più profonde.
Scopo dell'arte  è rappresentare il volto umano e l'espressività nel mondo  animale cogliendo l'essenza delle emozioni più profonde attraverso la sinergica di questo legame con stili e tecniche personali."
071,Corso di Doratura e conservazione dei manufatti,Gaetano,UDA - Moduli Curricolari Pomeridiani,PITTORICHE,TRIMESTRE,MERCOLEDÌ,,Quinte,Figurativo,15,Manualita',"disciplina: PITTORICHE, competenza: Competenze di base sulle tecniche della doratura
",Conoscenza delle tecniche di doratura a Missione e a Guazzo.Prime esperienze teoriche e pratiche sulla conoscenza dei materiali e l'applicazione delle tecniche su manufatti lignei.Tecniche di modanatura delle cornici.
072,Potenziamento disegno di copia dal vero.,Davide Arcobelli,UDA - Moduli Curricolari Pomeridiani,PITTORICHE,PENTAMESTRE,MERCOLEDÌ,,"Biennio
Triennio",Figurativo,20,"Potenzialità  espressive, interesse e passione  per il disegno","disciplina: PITTORICHE, competenza: Acquisire capacità espressive ed esecutive,  l'uso  corretto e consapevole  degli strumenti e delle tecniche artistiche. 
",
073,Studi anatomici di figure mitologiche,Giuliano giagheddu,UDA - Moduli Curricolari Pomeridiani,PITTORICHE,PENTAMESTRE,"MERCOLEDÌ
GIOVEDÌ",,Triennio,"Figurativo
Grafica",20,"Buona conoscenza delle tecniche di rappresentazione da immagine, buona conoscenza delle tecniche di disegno a tratteggio e sfumato.","disciplina: PITTORICHE, competenza: Migliorare le conoscenze di anatomia umana e degli animali, imparare ad osservare e rappresentare il corpo umano e i suoi movimenti.
",il corso intende approfondire gli studi di anatomia umana e degli animali attraverso la realizzazione di disegni su carta di due figure mitologiche: il Centauro e il Minotauro. Verranno quindi dedicate due lezioni per ogni figura mitologica nelle quali verranno analizzate le parti anatomiche e il movimento della figura nella sua interezza.
074,Studi anatomici di figure mitologiche,Giuliano giagheddu,UDA - Moduli Curricolari Pomeridiani,PITTORICHE,TRIMESTRE,"MERCOLEDÌ
GIOVEDÌ",,Triennio,"Figurativo
Grafica",20,"Buona conoscenza delle tecniche base di rappresentazione dal vero, uso corretto di matite e penne per realizzazione del chiaroscuro a tratteggio e sfumato.","disciplina: PITTORICHE, competenza: Studi anatomici degli animali, osservazione dell’anatomia e comprensione del movimento articolare degli animali. Consolidamento dell’uso appropriato degli strumenti del disegno. Sviluppo della capacità di osservazione e rappresentazione. 
","il corso è rivolto agli studenti del triennio che intendono approfondire gli studi anatomici artistici di due tra gli animali più rappresentati nella storia dell’arte: il cavallo e il leone. Verranno dedicate, all’inizio di ogni lezione, alcuni minuti di lezione frontale per poi passare all’esecuzione di studi a matita e penna su carta per analizzare le parti anatomiche degli animali e il loro movimento."
075,proposte formative di laboratorio pittorico,giuseppe dragone,UDA - Moduli Curricolari Pomeridiani,PITTORICHE,TRIMESTRE,MERCOLEDÌ,,Tutti,Tutti,20,"minime capacità organizzative, manuali e creative","disciplina: PITTORICHE, competenza: controllo corporeo. sviluppo della motricità. conoscenza e sviluppo del se. interazione con gli altri. 
","Un percorso sperimentale di varie attività legate al linguaggio Pittorico, che potrà avvalersi della collaborazione di personale specializzato, che avrà come destinatari studenti di ogni classe e alunni dva, o con Bes. 
Tra gli obbiettivi : controllo corporeo; sviluppo della motricità; collaborare in gruppo; interazione con gli altri conoscenza e sviluppo del se; proiezione e percezione del proprio corpo; attenzione alle dinamiche emotive. Si ipotizza l'esposizione delle opere."
076,SOLOSKETCH,Barbara Galbiati,UDA - Moduli Curricolari Pomeridiani,"PITTORICHE
DESIGN
MULTIMEDIALE
GRAFICA",TRIMESTRE,MARTEDÌ,,Terze,Tutti,16,,"disciplina: PITTORICHE, competenza: sviluppo della funzione progettuale e comunicativa del disegno
disciplina: DESIGN, competenza: sviluppo della funzione progettuale e comunicativa del disegno
disciplina: MULTIMEDIALE, competenza: sviluppo della funzione progettuale e comunicativa del disegno
disciplina: GRAFICA, competenza: sviluppo della funzione progettuale e comunicativa del disegno
","SOLOSKETCH è un corso dove sviluppare la capacità di realizzare schizzi e bozzetti a mano libera e le tecniche di visualizzazione rapida per descrivere le forme e comunicare le idee, imparando a “pensare visivamente”. La finalità del corso è quella di convogliare le esperienze del biennio nell’approfondimento della funzione ideativa del disegno, essenziale nel procedimento progettuale, indipendente dall’obiettivo del progetto e quindi trasversale e utile nelle applicazioni di tutti gli indirizzi"
077,Modellazione della cera e realizzazione di un prototipo per fusione in metallo,Elisabetta Magistretti,UDA - Moduli Curricolari Pomeridiani,PLASTICHE,TRIMESTRE,MARTEDÌ,,Triennio,Figurativo,20,basi della modellazione tridimensionale,"disciplina: PLASTICHE, competenza: Progettare secondo criteri stabiliti
disciplina: PLASTICHE, competenza: Comprendere e applicare i principi fondamentali della modellazione scultorea 
disciplina: PLASTICHE, competenza: Utilizzare e lavorare consapevolmente diversi materiali in relazione alle specifiche esigenze espressive.
",Introduzione alla modellazione della cera per fusione in metallo
078,Modellazione della cera e realizzazione di un prototipo per fusione in metallo,Elisabetta Magistretti,UDA - Moduli Curricolari Pomeridiani,PLASTICHE,PENTAMESTRE,MARTEDÌ,,Triennio,Figurativo,20,basi della modellazione tridimensionale,"disciplina: PLASTICHE, competenza: Progettare secondo criteri stabiliti
disciplina: PLASTICHE, competenza: Comprendere e applicare i principi fondamentali della modellazione scultorea 
disciplina: PLASTICHE, competenza: Utilizzare e lavorare consapevolmente diversi materiali in relazione alle specifiche esigenze espressive.
",Introduzione alla modellazione della cera per fusione in metallo
079,Sintesi piana del tridimensionale,Vinciguerra Ilde,UDA - Moduli Curricolari Pomeridiani,PLASTICHE,TRIMESTRE,MARTEDÌ,,Seconde,Nessuno,20,Attitudine alla copia da immagine,"disciplina: PLASTICHE, competenza: Competenze visive, progettuali ed operative
","L'unità propone lo studio delle forme tridimensionali attraverso il disegno bidimensionale e la loro applicazione pratica nella tecnica del murales.
Gli studenti esplorano prospettiva, luci e ombre, e sperimentano il passaggio dal foglio alla parete, sviluppando competenze visive, progettuali e operative. L'attività promuove la collaborazione, valorizza lo spazio pubblico e introduce a professioni artistiche e decorative."
080,Sintesi piana del tridimensionale,Vinciguerra Ilde,UDA - Moduli Curricolari Pomeridiani,PLASTICHE,PENTAMESTRE,MARTEDÌ,,Seconde,Nessuno,20,Attitudine alla copia da immagine,"disciplina: PLASTICHE, competenza: Competenze visive, progettuali ed operative
","L'unità propone lo studio delle forme tridimensionali attraverso il disegno bidimensionale e la loro applicazione pratica nella tecnica del murales.
Gli studenti esplorano prospettiva, luci e ombre, e sperimentano il passaggio dal foglio alla parete, sviluppando competenze visive, progettuali e operative. L'attività promuove la collaborazione, valorizza lo spazio pubblico e introduce a professioni artistiche e decorative."
081,Sintesi piana del tridimensionale,Pulpito Serena,UDA - Moduli Curricolari Pomeridiani,PLASTICHE,TRIMESTRE,MARTEDÌ,,Seconde,Nessuno,20,Attitudine alla copia da immagine,"disciplina: PLASTICHE, competenza: Competenze visive, progettuali e operative.
","L’unità propone lo studio delle forme tridimensionali attraverso il disegno bidimensionale e la loro applicazione pratica nella tecnica del murales. Gli studenti esplorano prospettiva, luci e ombre, e sperimentano il passaggio dal foglio alla parete, sviluppando competenze visive, progettuali e operative.
L’attività promuove la collaborazione, valorizza lo spazio pubblico e introduce a professioni artistiche e decorative."
082,Sintesi piana del tridimensionale,Pulpito Serena,UDA - Moduli Curricolari Pomeridiani,PLASTICHE,PENTAMESTRE,MARTEDÌ,,Seconde,Nessuno,20,Attitudine alla copia da immagine,"disciplina: PLASTICHE, competenza: Competenze visive, progettuali e operative.
","L’unità propone lo studio delle forme tridimensionali attraverso il disegno bidimensionale e la loro applicazione pratica nella tecnica del murales. Gli studenti esplorano prospettiva, luci e ombre, e sperimentano il passaggio dal foglio alla parete, sviluppando competenze visive, progettuali e operative.
L’attività promuove la collaborazione, valorizza lo spazio pubblico e introduce a professioni artistiche e decorative."
083,L’ABC della scultura in marmo di Carrara ,Elisabetta Erica Tagliabue,UDA - Moduli Curricolari Pomeridiani,"PLASTICHE
GEOMETRICHE",PENTAMESTRE,MERCOLEDÌ,,Tutti,Tutti,12,"Curiosità, Interesse, Passione, Regolarità nella frequenza","disciplina: PLASTICHE, competenza: Capacità di utilizzare materiali e strumenti specifici in modo autonomo e creativo, attraverso la metodologia progettuale. Saper sbozzare e definire nel marmo, semplici volumi armonici, piani paralleli, inclinati, concavi e convessi. Saper realizzare una piccola “scultura per via di levare”.
disciplina: GEOMETRICHE, competenza: Capacità di utilizzare materiali e strumenti specifici in modo autonomo e creativo, attraverso la metodologia progettuale. Saper sbozzare e definire nel marmo, semplici volumi armonici, piani paralleli, inclinati, concavi e convessi. Saper realizzare una piccola “scultura per via di levare”.
","Le basi della “scultura per via di levare”.&nbsp;
Conoscenza del marmo di Carrara attraverso la&nbsp;
sperimentazione.&nbsp;
Studio e definizione di semplici volumetrie, piani inclinati, concavi e convessi, attraverso l’utilizzo di strumenti specifici.&nbsp;"
084,Urban Sketching Boccioni - definitivo,Andrea Contin,UDA - Moduli Curricolari Pomeridiani,"PLASTICHE
SCIENZE MOTORIE",TRIMESTRE,"MARTEDÌ
MERCOLEDÌ",,Triennio,"Architettura
Figurativo",20,"Competenze e abilità di base del biennio di Discipline Pittoriche come prospettiva intuitiva, teoria delle ombre, acquerello.","disciplina: PLASTICHE, competenza: Capacità di utilizzare tecniche grafiche e pittoriche sapendo gestire tempi e difficoltà, comprensione degli elementi della grammatica visiva, sviluppo di un metodo di lavoro adeguato in situazione atipica, sviluppo di motivazione e problem solving. Capacità di interagire direttamente con l'ambiente urbano, stimolando l'osservazione e la capacità di sintesi. Capacità di documentare e interpretare la realtà circostante, sviluppando un senso di appartenenza e di connessione con il luogo.
disciplina: SCIENZE MOTORIE, competenza: Comprensione dei meccanismi del movimento e del legame tra attività fisica, salute e benessere psicologico, in particolare della pratica del Power walking come attività ansiolitica. Capacità di interagire direttamente con l'ambiente urbano, stimolando la motivazione al movimento. Capacità di attraversare con attenzione mirata la realtà circostante, sviluppando un senso di appartenenza e di connessione con il luogo.
","Urban Sketchers è una comunità globale di appassionati dedita alla pratica del disegno in esterni per condividere l'amore per i luoghi in cui viviamo e viaggiamo. Utilizzando le competenze base acquisite durante il biennio, gli studenti parteciperanno a veri e propri tour cittadini, taccuino e strumenti per il disegno alla mano, per osservare e abbracciare con intensità ed empatia quello che, normalmente, viene ignorato, come un fondale scenografico reso invisibile dall'abitudine e dalla fretta!"
085,Arte e bellezza e mysterium fascinosum nelle Religioni,Fedele Zamboni,UDA - Moduli Curricolari Pomeridiani,RELIGIONE,TRIMESTRE,"MARTEDÌ
MERCOLEDÌ",,Tutti,Tutti,25,"Frequenza costante, interesse e correttezza","disciplina: IRC, competenza: Riconoscere l'influenza delle Religioni sull'arte e l'aiuto di questa al cammino umano 
","Breve itinerario fatto di incontri e uscite sull'arte in relazione alla ricerca, alla narrazione e alla conoscenza di Dio nelle Religioni rivelate e naturali."
086,Arte e bellezza e mysterium fascinosum nelle Religioni,Fedele Zamboni,UDA - Moduli Curricolari Pomeridiani,RELIGIONE,PENTAMESTRE,"MARTEDÌ
MERCOLEDÌ",,Tutti,Tutti,25,"Frequenza costante, interesse e correttezza","disciplina: IRC, competenza: Riconoscere l'influenza delle Religioni sull'arte e l'aiuto di questa al cammino umano 
","Breve itinerario fatto di incontri e uscite sull'arte in relazione alla ricerca, alla narrazione e alla conoscenza di Dio nelle Religioni rivelate e naturali."
087,I mattoni della vita e i colori del cibo.,Gabriella Spano,UDA - Moduli Curricolari Pomeridiani,SCIENZE,TRIMESTRE,MARTEDÌ,,Biennio,Nessuno,20,"Conoscenza di base della chimica generale
Conoscenza di cenni elementari di  biologoa generale, La cellula unità strutturale fondamentale per la vita degli organismi viventi animali e vegetali 
Capacità  di lavorare in gruppo e seguire le regole per lavorare in laboratorio","disciplina: SCIENZE, competenza: Capacità di lavorare in gruppo, collaborare e condividere le responsabil Capacità di classificare le cellule e identificare le strutture principali in essa contenute, capacità di classificare e riconoscere le caratteristiche delle macromolecole biologiche.  Conoscere le caratteristiche chimiche dei pigmenti contenuti in frutta e verdura.
",
088,I mattoni della vita e i colori del cibo.,Gabriella Spano,UDA - Moduli Curricolari Pomeridiani,SCIENZE,PENTAMESTRE,MARTEDÌ,,Biennio,Nessuno,20,"Conoscenza di base della chimica generale
Conoscenza di cenni elementari di  biologoa generale, La cellula unità strutturale fondamentale per la vita degli organismi viventi animali e vegetali 
Capacità  di lavorare in gruppo e seguire le regole per lavorare in laboratorio","disciplina: SCIENZE, competenza: Capacità di lavorare in gruppo, collaborare e condividere le responsabil Capacità di classificare le cellule e identificare le strutture principali in essa contenute, capacità di classificare e riconoscere le caratteristiche delle macromolecole biologiche.  Conoscere le caratteristiche chimiche dei pigmenti contenuti in frutta e verdura.
",
089,I Mattoni della Vita e i Colori del Cibo,Mariella Cecere,UDA - Moduli Curricolari Pomeridiani,"SCIENZE
EDUCAZIONE CIVICA",TRIMESTRE,MARTEDÌ,,Biennio,Nessuno,20,"Conoscenze di base di chimica generale
Nozioni elementari di biologia cellulare (concetto di cellula, funzioni vitali, macromolecole)
Capacità di lavorare in gruppo e seguire le regole per lavorare in laboratorio","disciplina: SCIENZE, competenza: Capacità di classificare le cellule e identificare le strutture principali in essa contenute, capacità di classificare e riconoscere le caratteristiche delle macromolecole biologiche.  Conoscere le caratteristiche chimiche dei pigmenti contenuti in frutta e verdura.
disciplina: Educazione Civica, competenza: Capacità di lavorare in gruppo, collaborare e condividere le responsabilità
","Percorso di esperienze laboratoriali per comprendere come sono fatte le cellule, quali sono le macromolecole essenziali alla vita e perché sono fondamentali nella nostra alimentazione. 
Il corso è progettato per gli studenti del biennio e si concentra sull'importanza delle macromolecole biologiche, non solo a livello cellulare ma anche nel contesto della nutrizione umana. L'approccio sarà fortemente basato sull'esperienza laboratoriale, alternando l'applicazione pratica a cenni teorici."
090,I Mattoni della Vita e i Colori del Cibo,Mariella Cecere,UDA - Moduli Curricolari Pomeridiani,"SCIENZE
EDUCAZIONE CIVICA",PENTAMESTRE,MARTEDÌ,,Biennio,Nessuno,20,"Conoscenze di base di chimica generale
Nozioni elementari di biologia cellulare (concetto di cellula, funzioni vitali, macromolecole)
Capacità di lavorare in gruppo e seguire le regole per lavorare in laboratorio","disciplina: SCIENZE, competenza: Capacità di classificare le cellule e identificare le strutture principali in essa contenute, capacità di classificare e riconoscere le caratteristiche delle macromolecole biologiche.  Conoscere le caratteristiche chimiche dei pigmenti contenuti in frutta e verdura.
disciplina: Educazione Civica, competenza: Capacità di lavorare in gruppo, collaborare e condividere le responsabilità
","Percorso di esperienze laboratoriali per comprendere come sono fatte le cellule, quali sono le macromolecole essenziali alla vita e perché sono fondamentali nella nostra alimentazione. 
Il corso è progettato per gli studenti del biennio e si concentra sull'importanza delle macromolecole biologiche, non solo a livello cellulare ma anche nel contesto della nutrizione umana. L'approccio sarà fortemente basato sull'esperienza laboratoriale, alternando l'applicazione pratica a cenni teorici."
091,La Pallavolo come attività fisica e ludica.,Imparato Mario,UDA - Moduli Curricolari Pomeridiani,SCIENZE MOTORIE,TRIMESTRE,MERCOLEDÌ,,Triennio,Tutti,20,,"disciplina: SCIENZE MOTORIE, competenza: Consolidare la tecnica dei fondamentali della pallavolo. Sapersi relazionare con i compagni, gli avversari, la figura dell'arbitro e l'insegnante
","Gli studenti andranno a consolidare le capacità: coordinative (oculo-manuale, spazio-temporale, l'equilibrio, rapidità di movimento),
tecnico/tattiche della pallavolo. Saranno coinvolti tutti gli allievi del triennio indipendentemente dalle loro abilità incentivando valori come rispetto delle regole, fair play, lavoro di squadra , creando un ambiente motivante."
092,Pilates,Francesca Lodato,UDA - Moduli Curricolari Pomeridiani,SCIENZE MOTORIE,TRIMESTRE,MARTEDÌ,,Triennio,Tutti,20,,"disciplina: SCIENZE MOTORIE, competenza: Abilità motorie, consapevolezza di sé, comunicazione, espressione corporea,pianificazione, gestione del tempo, autonomia motoria.
",
093,preparazione ateltica,Nicoletta Dellerma,UDA - Moduli Curricolari Pomeridiani,SCIENZE MOTORIE,TRIMESTRE,MARTEDÌ,,Tutti,Tutti,25,,"disciplina: SCIENZE MOTORIE, competenza: ampliare le capacità coordinative e condizionali utilizzando schemi motori complessi
","La preparazione atletica è un processo che mira a migliorare le prestazioni fisiche di un individuo, ottimizzando le capacità di resistenza, forza e velocità, oltre a prevenire gli infortuni. 

Utilità:
-migliorare la performance
-prevenire gli infortuni
-migliorare la conspevolezza corporea 
-migliorare i tempi di recupero."
094,preparazione ateltica,Nicoletta Dellerma,UDA - Moduli Curricolari Pomeridiani,SCIENZE MOTORIE,PENTAMESTRE,MARTEDÌ,,Tutti,Tutti,25,,"disciplina: SCIENZE MOTORIE, competenza: ampliare le capacità coordinative e condizionali utilizzando schemi motori complessi
","La preparazione atletica è un processo che mira a migliorare le prestazioni fisiche di un individuo, ottimizzando le capacità di resistenza, forza e velocità, oltre a prevenire gli infortuni. 

Utilità:
-migliorare la performance
-prevenire gli infortuni
-migliorare la conspevolezza corporea 
-migliorare i tempi di recupero."
095,"L'elasticità muscolare, la mobilità articolare e le capacità condizionali come punti di forza per una postura corretta e uno stile di vita sano",Luca Di Gennaro,UDA - Moduli Curricolari Pomeridiani,SCIENZE MOTORIE,TRIMESTRE,MARTEDÌ,,Tutti,Tutti,20,,"disciplina: SCIENZE MOTORIE, competenza: La percezione di sé ed il completamento dello sviluppo funzionale delle capacità motorie ed espressive
","Lo studente andrà ad incrementare la mobilità articolare, l'elasticità muscolare  e le  capacità condizionali attraverso semplici esercitazioni con lo scopo di aumentare la consapevolezza di una corretta postura e di prevenire l'isorgenza di paramorfismi."
096,Il '68: un viaggio tra storia e società,Susanna Yousefzadeh Kalimi,UDA - Moduli Curricolari Pomeridiani,STORIA,PENTAMESTRE,GIOVEDÌ,,Triennio,Tutti,20,,"disciplina: STORIA, competenza: Competenze storiografiche e di ricerca
disciplina: STORIA, competenza: Costruzione del sapere storico
disciplina: STORIA, competenza: Competenze di analisi e interpretazione critica
disciplina: STORIA, competenza: Competenze comunicative e di espressione storiografica
","Questo percorso laboratoriale è pensato per gli studenti del triennio e mira a esplorare il Sessantotto in Italia, non solo come fenomeno storico ma anche come evento che ha profondamente influenzato la società e la cultura italiana. Le attività proposte combinano momenti di approfondimento teorico con laboratori pratici e interattivi."
097,Storia del Femminismo,Susanna Yousefzadeh Kalimi,UDA - Moduli Curricolari Pomeridiani,STORIA,TRIMESTRE,GIOVEDÌ,,Triennio,Tutti,20,,"disciplina: STORIA, competenza: Competenze di comprensione e analisi storica
disciplina: STORIA, competenza: Competenze di ricerca e organizzazione
disciplina: STORIA, competenza: Competenze critiche e di comunicazione
","Questo percorso laboratoriale è pensato per studenti del triennio del liceo e mira a fornire una comprensione della storia del femminismo, stimolando il pensiero critico e la capacità di dibattito. Si alterneranno spiegazioni frontali, lavoro di gruppo e un dibattito finale."
098,La storia del Novecento e il cinema,Gloriana Giannelli,UDA - Moduli Curricolari Pomeridiani,STORIA,TRIMESTRE,LUNEDÌ,,Quinte,Tutti,20,Conoscenza dei principali avvenimenti e fenomeni della storia novecentesca che saranno introdotti dall'insegnante di classe,"disciplina: STORIA, competenza: 
","Il corso ha l'obiettivo di aiutare gli studenti a comprendere la storia non solo come elenco noioso di date  e avvenimenti, ma anche come narrazione di vite ed  esperienze umane. Pertanto saranno scelti film particolarmente significativi per spiegare in modo meno astratto alcuni importanti avvenimenti del Novecento"
099,La storia del Novecento e il cinema,Gloriana Giannelli,UDA - Moduli Curricolari Pomeridiani,STORIA,PENTAMESTRE,LUNEDÌ,,Quinte,Tutti,20,Conoscenza dei principali avvenimenti e fenomeni della storia novecentesca che saranno introdotti dall'insegnante di classe,"disciplina: STORIA, competenza: 
","Il corso ha l'obiettivo di aiutare gli studenti a comprendere la storia non solo come elenco noioso di date  e avvenimenti, ma anche come narrazione di vite ed  esperienze umane. Pertanto saranno scelti film particolarmente significativi per spiegare in modo meno astratto alcuni importanti avvenimenti del Novecento"
100,TRA SCENOGRAFIA E ARCHITETTURA UN LUNGO DIALOGO,Francesca Romano,UDA - Moduli Curricolari Pomeridiani,STORIA,TRIMESTRE,MARTEDÌ,,Triennio,Tutti,20,interesse all'argomento,"disciplina: STORIA, competenza: analisi di un periodo storico dal punto di vista di arredo e ambiente inteso come spazio scenicole 
","Un'indagine sulla visione di film emblematici attraverso la lente degli ambienti scenografici, esaminando come l'architettura e la narrazione fittizia interagiscono per generare suggestioni e contesti efficaci, fondamentali per lo sviluppo della trama."
101,Il primo genocidio della storia,Claudia Peri,UDA - Moduli Curricolari Pomeridiani,STORIA,PENTAMESTRE,MARTEDÌ,,Triennio,Tutti,20,Non ci sono prerequisiti,"disciplina: STORIA, competenza: conoscere i fatti, saperli inserire in un contesto storico più ampio, comprendere le conseguenze attuali di un fatto accaduto in passato. 
","Approfondimento sul genocidio armeno. 
Breve percorso storico per inquadrare il fatto.
La masseria delle allodole, romanzo di A. Arslan, il film tratto dal libro dei fratelli Taviani,"
